example_id                                                            | status  | run_time        |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:1:3:1:1:1]                | passed  | 0.00018 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:1:3:1:1:2]                | passed  | 0.00023 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:1:3:1:1:3]                | passed  | 0.00018 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:1:3:1:2]                  | passed  | 0.00019 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:1:3:2]                    | passed  | 0.0002 seconds  |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:1:4:1:1:1]                | passed  | 0.00017 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:1:4:1:1:2]                | passed  | 0.00017 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:1:4:1:1:3]                | passed  | 0.00018 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:1:4:1:2]                  | passed  | 0.00019 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:1:4:2]                    | passed  | 0.00018 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:1:5:1:1:1]                | passed  | 0.00017 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:1:5:1:1:2]                | passed  | 0.00017 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:1:5:1:1:3]                | passed  | 0.00016 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:1:5:1:2]                  | passed  | 0.00016 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:1:5:2]                    | passed  | 0.00017 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:1:6:1:1:1]                | passed  | 0.00017 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:1:6:1:1:2]                | passed  | 0.0002 seconds  |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:1:6:1:1:3]                | passed  | 0.00023 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:1:6:1:2]                  | passed  | 0.00025 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:1:6:2]                    | passed  | 0.00018 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:1:7:1]                    | passed  | 0.00009 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:1:7:2]                    | passed  | 0.0001 seconds  |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:1:7:3]                    | passed  | 0.00009 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:1:7:4]                    | passed  | 0.00011 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:1:7:5]                    | passed  | 0.00009 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:1:7:6]                    | passed  | 0.00008 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:1:7:7]                    | passed  | 0.00008 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:2:1:1:1:1]                | passed  | 0.00019 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:2:1:1:1:2]                | passed  | 0.0002 seconds  |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:2:1:1:1:3]                | passed  | 0.0002 seconds  |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:2:1:1:2]                  | passed  | 0.0002 seconds  |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:2:1:2]                    | passed  | 0.00021 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:2:1:3]                    | passed  | 0.00024 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:2:1:4]                    | passed  | 0.00023 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:2:2:1:1:1]                | passed  | 0.0002 seconds  |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:2:2:1:1:2]                | passed  | 0.00019 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:2:2:1:1:3]                | passed  | 0.00019 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:2:2:1:2]                  | passed  | 0.00018 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:2:2:2]                    | passed  | 0.00019 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:2:2:3]                    | passed  | 0.00018 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:2:2:4]                    | passed  | 0.00018 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:2:3:1]                    | passed  | 0.0001 seconds  |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:2:3:2]                    | passed  | 0.00012 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:2:3:3]                    | passed  | 0.0001 seconds  |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:2:3:4]                    | passed  | 0.00009 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:2:3:5]                    | passed  | 0.00011 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:2:3:6]                    | passed  | 0.00009 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:3:1:1:1:1]                | passed  | 0.00026 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:3:1:1:1:2]                | passed  | 0.00029 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:3:1:1:1:3]                | passed  | 0.00048 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:3:1:1:2]                  | passed  | 0.00028 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:3:1:2]                    | passed  | 0.00029 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:3:1:3]                    | passed  | 0.00026 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:3:1:4]                    | passed  | 0.00031 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:3:1:5]                    | passed  | 0.00025 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:3:2:1:1:1]                | passed  | 0.00026 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:3:2:1:1:2]                | passed  | 0.00026 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:3:2:1:1:3]                | passed  | 0.00044 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:3:2:1:2]                  | passed  | 0.00026 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:3:2:2]                    | passed  | 0.00026 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:3:3:1:1:1]                | passed  | 0.00059 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:3:3:1:1:2]                | passed  | 0.00032 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:3:3:1:1:3]                | passed  | 0.00063 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:3:3:1:2]                  | passed  | 0.00032 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:3:3:2]                    | passed  | 0.00108 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:3:4:1]                    | passed  | 0.00014 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:3:4:2]                    | passed  | 0.00014 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:3:4:3]                    | passed  | 0.00015 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:3:4:4]                    | passed  | 0.00013 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:3:4:5]                    | passed  | 0.00013 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:4:1:1:1:1]                | passed  | 0.00021 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:4:1:1:1:2]                | passed  | 0.00023 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:4:1:1:1:3]                | passed  | 0.00022 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:4:1:1:2]                  | passed  | 0.00032 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:4:1:2]                    | passed  | 0.00024 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:4:1:3]                    | passed  | 0.00022 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:4:1:4]                    | passed  | 0.00021 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:4:2:1:1:1]                | passed  | 0.0002 seconds  |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:4:2:1:1:2]                | passed  | 0.00022 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:4:2:1:1:3]                | passed  | 0.00022 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:4:2:1:2]                  | passed  | 0.00021 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:4:2:2]                    | passed  | 0.00022 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:4:3:1:1:1]                | passed  | 0.00021 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:4:3:1:1:2]                | passed  | 0.00022 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:4:3:1:1:3]                | passed  | 0.00022 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:4:3:1:2]                  | passed  | 0.00034 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:4:3:2]                    | passed  | 0.00021 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:4:4:1]                    | passed  | 0.00014 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:4:4:2]                    | passed  | 0.00011 seconds |
